City,Year,PM2.5,PM10,NO2,NH3,CO,SO2,O3,AQI
Thiruvananthapuram,2018,35.94,50.68,9.85,2.84,1.09,5.53,9.94,71.0
Thiruvananthapuram,2018,38.58,67.44,8.94,3.21,1.02,5.73,10.98,71.0
Thiruvananthapuram,2018,36.93,63.53,6.78,2.82,0.98,5.31,8.87,67.0
Thiruvananthapuram,2018,30.14,52.64,4.82,2.39,0.96,6.65,6.88,61.0
Thiruvananthapuram,2018,31.75,53.57,4.55,3.08,1.05,6.64,5.58,59.0
Thiruvananthapuram,2018,19.06,35.04,6.51,3.22,1.04,5.55,7.8,63.0
Thiruvananthapuram,2018,12.74,28.26,7.11,2.83,1.02,5.91,10.68,64.0
Thiruvananthapuram,2018,16.07,30.33,4.4,2.98,0.84,5.69,8.91,60.0
Thiruvananthapuram,2018,12.9,30.94,4.3,3.14,0.97,6.48,7.44,54.0
Thiruvananthapuram,2018,13.8,28.76,6.48,3.16,1.01,5.7,6.57,69.0
Thiruvananthapuram,2018,11.42,24.47,3.84,3.18,0.8,5.49,8.17,47.0
Thiruvananthapuram,2018,19.09,31.72,8.11,2.72,1.05,6.15,7.22,68.0
Thiruvananthapuram,2018,17.97,33.12,4.94,2.65,0.86,5.12,6.58,58.0
Thiruvananthapuram,2018,30.73,56.61,8.79,2.43,1.25,5.1,7.49,70.0
Thiruvananthapuram,2018,45.62,72.5,7.7,2.53,1.31,5.23,7.77,85.0
Thiruvananthapuram,2018,54.28,94.45,8.97,3.25,1.49,6.05,11.76,101.0
Thiruvananthapuram,2018,66.15,116.25,10.84,2.8,1.46,6.45,17.08,101.0
Thiruvananthapuram,2018,57.1,96.05,5.95,2.68,1.15,6.36,10.17,119.0
Thiruvananthapuram,2018,49.67,84.26,4.42,2.79,1.2,5.75,9.52,87.0
Thiruvananthapuram,2018,51.29,90.58,3.88,3.05,1.21,5.84,20.02,87.0
Thiruvananthapuram,2018,46.33,83.3,4.02,5.39,1.09,5.96,16.3,90.0
Thiruvananthapuram,2018,42.05,68.11,5.92,2.71,1.19,5.16,6.09,74.0
Thiruvananthapuram,2018,43.92,77.95,11.63,3.48,1.44,5.56,8.85,99.0
Thiruvananthapuram,2018,11.3,27.28,9.86,2.8,1.13,5.2,36.9,88.0
Thiruvananthapuram,2018,26.4,45.52,6.96,2.73,1.34,10.4,35.11,76.0
Thiruvananthapuram,2018,54.98,78.08,8.5,2.56,1.4,7.32,34.42,87.0
Thiruvananthapuram,2018,64.48,86.88,6.02,2.48,1.22,6.5,44.69,123.0
Thiruvananthapuram,2018,46.01,65.46,10.97,3.47,1.39,7.09,40.15,99.0
Thiruvananthapuram,2018,49.17,73.19,13.16,4.52,1.72,6.52,40.54,95.0
Thiruvananthapuram,2018,40.86,60.82,7.95,5.26,1.5,6.32,37.02,93.0
Thiruvananthapuram,2018,35.16,53.9,6.01,5.76,1.41,11.07,45.94,93.0
Thiruvananthapuram,2018,36.27,54.12,3.33,6.15,1.2,4.37,47.14,83.0
Thiruvananthapuram,2018,44.3,63.39,5.14,5.62,1.19,15.51,54.61,84.0
Thiruvananthapuram,2018,43.66,59.67,5.85,5.3,1.19,4.1,64.4,82.0
Thiruvananthapuram,2018,61.59,87.3,5.51,5.33,1.28,5.6,64.07,94.0
Thiruvananthapuram,2018,71.71,104.39,5.26,4.71,1.37,6.12,72.01,130.0
Thiruvananthapuram,2018,55.78,73.44,5.39,3.92,1.12,3.56,65.96,103.0
Thiruvananthapuram,2018,51.3,76.59,8.59,5.04,1.29,4.48,51.17,88.0
Thiruvananthapuram,2018,46.81,64.32,3.31,3.58,1.24,5.66,41.59,93.0
Thiruvananthapuram,2018,32.55,47.35,4.72,4.24,1.23,15.55,36.38,78.0
Thiruvananthapuram,2018,19.99,35.46,7.13,3.88,1.24,7.98,36.24,74.0
Thiruvananthapuram,2018,22.19,36.16,6.98,3.44,1.21,4.72,43.78,75.0
Thiruvananthapuram,2018,31.18,48.44,4.82,3.3,1.3,6.1,44.21,84.0
Thiruvananthapuram,2018,31.22,49.24,4.23,3.41,1.18,11.65,46.36,75.0
Thiruvananthapuram,2018,19.58,37.35,5.88,3.43,1.25,6.56,32.03,73.0
Thiruvananthapuram,2018,27.44,44.34,3.54,3.29,1.2,5.53,41.98,76.0
Thiruvananthapuram,2018,58.93,85.65,8.74,3.67,1.5,14.75,45.51,82.0
Thiruvananthapuram,2018,77.51,112.18,10.58,4.23,1.56,8.29,57.6,149.0
Thiruvananthapuram,2018,85.73,119.12,10.82,5.34,1.74,17.86,65.61,177.0
Thiruvananthapuram,2018,75.89,108.14,8.95,5.75,1.81,8.86,44.08,183.0
Thiruvananthapuram,2018,36.23,58.17,8.63,5.48,1.8,11.58,39.11,106.0
Thiruvananthapuram,2018,59.39,70.75,7.98,5.12,1.96,18.65,37.8,104.0
Thiruvananthapuram,2018,48.57,72.64,7.27,4.71,1.65,14.93,45.71,95.0
Thiruvananthapuram,2018,42.7,69.66,6.21,4.95,1.61,8.44,51.9,97.0
Thiruvananthapuram,2018,63.22,90.86,7.21,5.79,2.03,5.31,40.96,105.0
Thiruvananthapuram,2018,52.66,74.59,8.22,5.49,1.95,8.6,37.22,106.0
Thiruvananthapuram,2018,41.77,61.3,6.63,4.2,1.76,5.11,30.73,103.0
Thiruvananthapuram,2018,35.04,53.63,5.67,3.83,1.73,4.07,39.66,99.0
Thiruvananthapuram,2018,28.12,47.04,6.54,3.75,1.79,20.81,41.63,100.0
Thiruvananthapuram,2018,57.4,85.48,6.67,3.76,1.9,7.57,43.05,103.0
Thiruvananthapuram,2018,76.54,114.52,8.33,3.87,2.07,2.92,46.45,128.0
Thiruvananthapuram,2018,92.78,124.33,5.51,4.01,2.21,8.49,55.01,178.0
Thiruvananthapuram,2018,82.74,115.19,5.58,3.66,2.11,4.18,56.52,220.0
Thiruvananthapuram,2018,58.89,90.71,4.51,3.6,2.11,4.45,58.22,121.0
Thiruvananthapuram,2018,50.27,73.69,3.67,3.7,2.1,9.0,64.75,105.0
Thiruvananthapuram,2018,62.32,89.85,6.35,3.88,2.39,12.14,43.15,108.0
Thiruvananthapuram,2018,67.93,90.91,8.25,1.06,2.32,12.18,47.45,113.0
Thiruvananthapuram,2018,51.07,85.65,14.95,2.0,2.06,9.89,48.42,106.0
Thiruvananthapuram,2018,76.05,110.35,13.72,4.81,2.37,9.98,62.22,116.0
Thiruvananthapuram,2018,81.61,116.95,7.98,6.47,2.94,23.73,62.44,181.0
Thiruvananthapuram,2018,72.14,102.92,9.16,5.9,2.53,16.99,62.9,149.0
Thiruvananthapuram,2018,69.3,103.17,8.28,5.41,2.77,25.33,65.28,134.0
Thiruvananthapuram,2018,72.7,106.69,9.4,6.72,2.91,24.59,60.36,118.0
Thiruvananthapuram,2018,41.69,60.51,5.38,5.51,2.49,16.17,51.55,142.0
Thiruvananthapuram,2018,40.21,60.48,9.47,4.69,2.91,18.5,31.19,115.0
Thiruvananthapuram,2018,35.68,52.33,5.04,4.63,2.55,9.51,46.36,114.0
Thiruvananthapuram,2018,47.01,69.44,7.27,4.92,2.42,11.66,44.99,108.0
Thiruvananthapuram,2018,52.53,81.17,6.9,4.98,2.85,17.07,60.74,117.0
Thiruvananthapuram,2018,50.31,79.04,6.35,4.75,4.85,34.23,61.71,139.0
Thiruvananthapuram,2018,52.06,85.51,7.55,5.14,5.59,18.01,56.83,156.0
Thiruvananthapuram,2018,52.29,83.14,6.65,5.1,5.48,13.9,70.07,160.0
Thiruvananthapuram,2018,60.68,99.05,11.29,5.5,4.56,15.98,75.33,146.0
Thiruvananthapuram,2019,62.38,99.86,9.53,5.39,4.61,13.1,78.49,180.0
Thiruvananthapuram,2019,61.89,98.66,9.89,5.75,0.08,13.63,72.82,124.0
Thiruvananthapuram,2019,58.41,92.79,6.94,6.15,0.06,20.06,79.3,128.0
Thiruvananthapuram,2019,44.94,80.7,11.76,5.63,0.05,22.19,78.4,124.0
Thiruvananthapuram,2019,46.48,85.2,11.03,6.03,0.05,30.99,68.5,104.0
Thiruvananthapuram,2019,46.64,79.36,7.67,7.57,0.0,30.89,67.82,109.0
Thiruvananthapuram,2019,54.81,91.32,10.35,7.47,0.03,25.64,64.79,102.0
Thiruvananthapuram,2019,59.72,93.45,6.73,7.48,0.07,20.32,69.65,108.0
Thiruvananthapuram,2019,65.74,104.01,6.56,6.99,0.03,23.45,76.67,137.0
Thiruvananthapuram,2019,55.81,92.53,9.73,6.58,0.0,17.98,77.91,141.0
Thiruvananthapuram,2019,63.93,99.11,8.32,6.82,0.0,35.33,83.38,127.0
Thiruvananthapuram,2019,68.12,102.28,8.46,7.21,0.0,15.31,74.35,126.0
Thiruvananthapuram,2019,60.71,95.19,6.38,6.49,0.0,24.64,76.74,125.0
Thiruvananthapuram,2019,73.06,110.44,10.3,6.5,0.0,22.15,66.58,131.0
Thiruvananthapuram,2019,70.43,105.47,8.18,6.13,0.01,19.25,69.94,132.0
Thiruvananthapuram,2019,76.85,116.02,10.76,6.01,0.0,21.95,84.14,160.0
Thiruvananthapuram,2019,62.24,97.88,9.23,5.91,0.0,17.06,81.37,147.0
Thiruvananthapuram,2019,76.8,118.3,13.28,6.54,0.06,15.24,74.07,126.0
Thiruvananthapuram,2019,76.27,112.76,9.91,6.32,0.02,22.8,88.77,164.0
Thiruvananthapuram,2019,82.99,120.86,10.97,6.77,0.36,20.22,81.16,159.0
Thiruvananthapuram,2019,79.17,114.98,17.3,6.31,1.11,13.38,51.39,176.0
Thiruvananthapuram,2019,61.19,95.33,14.36,6.86,0.93,10.14,68.24,132.0
Thiruvananthapuram,2019,70.86,107.83,12.85,7.58,0.87,7.48,81.49,135.0
Thiruvananthapuram,2019,73.6,108.97,11.71,7.53,0.95,8.5,77.46,164.0
Thiruvananthapuram,2019,59.53,90.38,10.75,6.56,0.97,6.37,71.51,121.0
Thiruvananthapuram,2019,52.82,81.14,8.6,5.76,0.81,5.02,64.39,95.0
Thiruvananthapuram,2019,40.59,72.21,5.78,4.97,0.6,2.44,74.93,94.0
Thiruvananthapuram,2019,41.14,72.15,7.31,4.61,0.71,4.7,71.42,94.0
Thiruvananthapuram,2019,34.56,59.82,7.12,4.19,0.69,4.24,64.37,100.0
Thiruvananthapuram,2019,39.99,67.14,8.55,4.53,0.76,4.75,69.67,90.0
Thiruvananthapuram,2019,39.49,65.93,8.46,4.35,0.69,8.99,91.71,118.0
Thiruvananthapuram,2019,40.29,71.48,8.31,4.72,0.68,8.87,86.53,119.0
Thiruvananthapuram,2019,48.82,79.06,9.97,5.23,0.84,7.74,71.97,107.0
Thiruvananthapuram,2019,39.42,64.31,6.61,5.43,0.67,4.04,67.59,92.0
Thiruvananthapuram,2019,46.75,74.89,10.87,5.26,0.92,7.43,58.98,82.0
Thiruvananthapuram,2019,42.5,69.57,10.77,4.72,0.93,4.78,58.86,81.0
Thiruvananthapuram,2019,37.67,57.39,8.61,5.47,0.85,2.12,58.54,86.0
Thiruvananthapuram,2019,46.17,72.17,8.5,5.5,0.75,7.82,64.32,88.0
Thiruvananthapuram,2019,56.66,85.64,9.75,5.82,0.89,7.24,69.29,110.0
Thiruvananthapuram,2019,56.59,85.04,7.65,5.5,0.81,5.03,62.04,104.0
Thiruvananthapuram,2019,37.03,59.82,8.72,4.39,0.78,16.43,42.33,76.0
Thiruvananthapuram,2019,32.65,60.12,9.33,4.81,0.85,5.14,46.91,71.0
Thiruvananthapuram,2019,36.0,64.67,10.87,4.85,0.86,1.96,51.21,78.0
Thiruvananthapuram,2019,38.32,73.93,11.0,5.02,0.86,2.77,71.82,96.0
Thiruvananthapuram,2019,45.27,82.9,9.2,5.67,0.84,5.15,61.49,91.0
Thiruvananthapuram,2019,44.81,78.98,8.54,5.2,0.84,6.64,71.49,98.0
Thiruvananthapuram,2019,36.43,65.73,6.59,4.68,0.73,7.9,69.86,96.0
Thiruvananthapuram,2019,32.9,64.89,5.37,4.33,0.67,2.44,53.57,78.0
Thiruvananthapuram,2019,31.41,61.82,6.46,3.91,0.66,2.23,60.2,80.0
Thiruvananthapuram,2019,27.75,57.21,5.33,4.3,0.67,1.86,51.1,65.0
Thiruvananthapuram,2019,35.35,67.65,5.28,4.45,0.67,6.33,54.39,77.0
Thiruvananthapuram,2019,22.44,50.94,6.19,4.44,0.59,6.93,64.79,79.0
Thiruvananthapuram,2019,23.74,54.29,7.86,4.71,0.68,5.78,58.99,78.0
Thiruvananthapuram,2019,28.5,60.73,6.58,4.82,0.55,3.81,71.74,90.0
Thiruvananthapuram,2019,27.97,58.6,6.03,4.69,0.56,3.62,74.11,104.0
Thiruvananthapuram,2019,37.34,68.04,7.22,4.76,0.69,5.49,69.58,95.0
Thiruvananthapuram,2019,40.97,68.32,5.93,4.44,0.65,3.18,66.22,93.0
Thiruvananthapuram,2019,33.72,67.47,5.64,3.95,0.63,2.09,60.65,78.0
Thiruvananthapuram,2019,31.09,74.96,5.82,3.61,0.67,2.03,59.96,84.0
Thiruvananthapuram,2019,31.38,88.46,5.44,3.45,0.58,4.06,67.86,88.0
Thiruvananthapuram,2019,30.46,68.2,6.55,3.45,0.74,3.83,60.34,90.0
Thiruvananthapuram,2019,35.12,63.12,4.7,3.32,0.64,3.72,63.59,85.0
Thiruvananthapuram,2019,44.45,69.4,5.6,3.29,0.76,5.66,62.83,86.0
Thiruvananthapuram,2019,21.33,58.71,4.75,3.1,0.62,1.49,57.22,80.0
Thiruvananthapuram,2019,19.0,67.2,4.76,2.87,0.57,1.92,49.41,66.0
Thiruvananthapuram,2019,58.12,178.24,5.66,2.87,0.65,5.76,58.6,116.0
Thiruvananthapuram,2019,40.41,126.39,6.05,3.11,0.68,5.13,48.91,137.0
Thiruvananthapuram,2019,29.82,86.59,4.32,3.58,0.65,1.27,59.11,106.0
Thiruvananthapuram,2019,26.06,60.76,4.95,3.77,0.66,4.36,61.11,83.0
Thiruvananthapuram,2019,29.97,70.94,5.95,3.76,0.75,9.61,56.11,77.0
Thiruvananthapuram,2019,36.67,72.46,5.46,3.58,0.66,3.83,64.88,99.0
Thiruvananthapuram,2019,48.85,96.27,8.47,4.01,0.83,4.84,94.17,74.0
Thiruvananthapuram,2019,42.82,87.99,5.53,3.63,0.74,3.08,67.26,142.0
Thiruvananthapuram,2019,39.88,85.38,8.76,4.57,0.86,4.17,97.28,88.0
Thiruvananthapuram,2019,44.04,88.36,7.15,4.09,0.83,5.28,66.07,94.0
Thiruvananthapuram,2019,46.07,87.18,5.94,3.79,0.81,4.1,69.55,101.0
Thiruvananthapuram,2019,35.14,72.39,6.12,3.55,0.83,6.37,58.82,88.0
Thiruvananthapuram,2019,33.45,65.23,7.64,3.32,0.89,7.03,48.67,80.0
Thiruvananthapuram,2019,31.39,62.21,7.05,3.41,0.89,7.4,45.72,69.0
Thiruvananthapuram,2019,30.52,59.9,6.56,3.62,0.85,7.34,58.3,79.0
Thiruvananthapuram,2019,32.33,61.19,6.83,3.95,0.86,4.13,67.81,94.0
Thiruvananthapuram,2019,32.25,64.78,5.21,4.26,0.8,2.66,65.11,81.0
Thiruvananthapuram,2019,28.49,59.02,4.06,3.73,0.7,2.74,63.12,80.0
Thiruvananthapuram,2019,32.02,65.3,6.34,3.39,0.86,2.6,55.99,79.0
Thiruvananthapuram,2019,30.55,67.23,4.85,2.96,0.72,3.36,56.69,82.0
Thiruvananthapuram,2019,28.72,67.02,5.81,3.12,0.57,3.37,61.46,89.0
Thiruvananthapuram,2019,35.69,75.77,6.38,3.27,0.81,2.35,47.74,74.0
Thiruvananthapuram,2019,33.98,75.12,5.16,2.95,0.72,1.99,53.96,79.0
Thiruvananthapuram,2019,34.94,85.28,4.84,2.84,0.84,1.17,50.38,82.0
Thiruvananthapuram,2019,37.82,81.64,3.35,2.52,0.75,1.55,51.96,86.0
Thiruvananthapuram,2019,39.22,79.24,4.18,2.57,0.82,1.44,47.12,79.0
Thiruvananthapuram,2019,44.11,82.12,4.98,2.59,0.77,1.58,46.11,80.0
Thiruvananthapuram,2019,40.78,81.81,4.95,2.6,0.74,2.69,49.93,83.0
Thiruvananthapuram,2019,25.46,50.68,5.51,2.91,0.79,1.84,49.66,74.0
Thiruvananthapuram,2019,19.34,44.72,6.03,2.55,0.74,5.9,42.11,65.0
Thiruvananthapuram,2019,22.06,50.03,5.6,2.63,0.76,1.01,42.45,61.0
Thiruvananthapuram,2019,29.36,66.82,3.86,3.2,0.63,1.28,51.91,66.0
Thiruvananthapuram,2019,29.4,71.05,4.31,3.16,0.7,2.87,47.6,69.0
Thiruvananthapuram,2019,29.84,67.66,4.12,2.95,0.84,1.95,49.38,70.0
Thiruvananthapuram,2019,29.96,62.29,4.54,2.73,0.89,1.98,54.35,68.0
Thiruvananthapuram,2019,27.02,59.77,3.83,2.6,0.85,1.15,58.07,83.0
Thiruvananthapuram,2019,28.08,65.59,4.4,2.83,0.86,1.13,46.32,68.0
Thiruvananthapuram,2019,29.0,60.17,5.62,2.97,0.86,1.02,49.61,72.0
Thiruvananthapuram,2019,29.11,60.55,5.77,3.06,0.91,2.54,48.69,72.0
Thiruvananthapuram,2019,27.8,54.56,5.62,3.05,0.88,2.66,45.55,64.0
Thiruvananthapuram,2019,25.36,51.86,7.6,3.11,1.01,1.8,37.88,65.0
Thiruvananthapuram,2019,27.7,56.55,6.93,2.87,0.94,1.79,39.21,61.0
Thiruvananthapuram,2019,23.75,44.77,6.31,3.23,0.88,0.64,44.07,66.0
Thiruvananthapuram,2019,19.82,42.03,5.74,3.13,0.96,0.63,44.89,63.0
Thiruvananthapuram,2019,6.75,32.47,5.4,2.74,0.97,1.39,47.52,65.0
Thiruvananthapuram,2019,48.57,28.21,5.51,2.42,0.94,1.2,47.61,70.0
Thiruvananthapuram,2019,20.85,41.85,5.2,3.2,0.95,1.41,52.09,73.0
Thiruvananthapuram,2019,14.08,28.42,5.06,3.5,0.72,1.59,60.65,70.0
Thiruvananthapuram,2019,20.29,40.08,6.53,3.5,0.93,2.48,55.08,79.0
Thiruvananthapuram,2019,22.56,44.12,6.67,3.22,0.82,4.42,53.82,70.0
Thiruvananthapuram,2019,23.4,53.12,5.21,3.13,0.89,2.4,55.52,69.0
Thiruvananthapuram,2019,24.68,59.62,8.44,3.11,1.04,0.78,44.53,69.0
Thiruvananthapuram,2019,24.35,59.02,4.8,2.88,0.98,3.05,39.2,64.0
Thiruvananthapuram,2019,23.93,56.52,5.78,2.8,0.89,2.75,47.45,70.0
Thiruvananthapuram,2019,21.05,49.07,6.15,2.65,1.03,2.96,55.71,70.0
Thiruvananthapuram,2019,20.83,49.94,4.25,2.69,0.93,2.37,51.43,78.0
Thiruvananthapuram,2019,31.21,87.96,4.94,2.63,1.09,3.95,38.65,76.0
Thiruvananthapuram,2019,34.33,103.25,6.93,2.47,1.02,2.85,41.05,100.0
Thiruvananthapuram,2019,33.84,100.42,5.31,2.45,0.88,3.69,46.24,102.0
Thiruvananthapuram,2019,29.95,97.18,3.39,2.48,0.8,3.27,47.52,96.0
Thiruvananthapuram,2019,35.81,110.95,5.26,2.68,1.04,3.35,42.12,105.0
Thiruvananthapuram,2019,28.5,88.32,3.87,2.6,1.02,3.25,34.79,100.0
Thiruvananthapuram,2019,24.2,67.7,4.36,2.36,0.98,2.34,33.48,76.0
Thiruvananthapuram,2019,22.41,64.57,5.45,2.47,0.84,2.03,39.01,66.0
Thiruvananthapuram,2019,21.15,56.44,5.88,2.4,0.87,2.32,48.23,64.0
Thiruvananthapuram,2019,19.17,54.42,5.04,2.59,0.82,1.81,40.41,59.0
Thiruvananthapuram,2019,17.72,48.58,4.43,2.53,0.78,2.31,45.35,69.0
Thiruvananthapuram,2019,15.1,44.81,3.33,2.33,0.87,1.96,32.67,59.0
Thiruvananthapuram,2019,15.51,44.75,4.64,2.35,0.95,1.44,33.63,59.0
Thiruvananthapuram,2019,15.45,45.92,4.66,2.38,1.31,3.05,36.62,82.0
Thiruvananthapuram,2019,20.14,58.16,3.65,2.28,2.44,4.11,40.85,112.0
Thiruvananthapuram,2019,22.57,65.88,4.94,2.28,3.31,4.11,32.72,121.0
Thiruvananthapuram,2019,22.07,55.7,3.56,1.99,2.02,3.04,47.85,111.0
Thiruvananthapuram,2019,15.62,46.85,4.06,1.84,0.64,6.34,39.76,54.0
Thiruvananthapuram,2019,27.99,62.22,6.66,1.97,0.81,3.95,29.81,54.0
Thiruvananthapuram,2019,31.07,72.77,5.52,1.99,0.72,4.4,36.36,71.0
Thiruvananthapuram,2019,26.95,64.09,6.85,1.8,0.68,3.89,38.44,67.0
Thiruvananthapuram,2019,19.94,51.78,4.18,1.82,0.67,5.65,28.39,59.0
Thiruvananthapuram,2019,15.06,31.31,5.71,2.07,0.38,5.51,31.63,54.0
Thiruvananthapuram,2019,9.71,29.58,12.1,1.79,0.64,2.22,39.82,62.0
Thiruvananthapuram,2019,12.44,34.61,4.36,1.67,0.5,1.25,37.65,50.0
Thiruvananthapuram,2019,17.4,52.68,4.78,1.85,0.55,1.47,32.51,44.0
Thiruvananthapuram,2019,29.1,77.25,4.62,1.8,0.54,2.62,28.04,66.0
Thiruvananthapuram,2019,27.92,76.55,3.13,1.64,0.55,2.02,39.68,84.0
Thiruvananthapuram,2019,25.3,78.76,4.33,1.57,0.68,0.83,38.47,68.0
Thiruvananthapuram,2019,20.1,49.86,4.67,1.56,0.62,1.22,32.62,70.0
Thiruvananthapuram,2019,22.08,54.8,2.76,1.63,0.62,2.22,30.08,57.0
Thiruvananthapuram,2019,13.33,35.77,2.43,1.4,0.46,1.6,21.26,49.0
Thiruvananthapuram,2019,10.7,37.15,4.86,6.29,0.76,1.58,37.03,118.0
Thiruvananthapuram,2019,9.27,29.82,4.09,2.4,0.65,1.38,35.1,44.0
Thiruvananthapuram,2019,10.76,27.21,3.46,1.99,0.59,1.02,36.69,52.0
Thiruvananthapuram,2019,19.83,45.83,5.01,1.71,0.77,2.91,28.36,47.0
Thiruvananthapuram,2019,13.93,33.76,4.5,1.48,0.74,1.74,29.83,60.0
Thiruvananthapuram,2019,6.51,25.46,4.26,1.3,0.71,1.44,33.93,51.0
Thiruvananthapuram,2019,7.83,24.78,3.12,1.29,0.56,2.03,27.8,44.0
Thiruvananthapuram,2019,9.9,23.83,4.48,1.29,0.55,2.22,33.91,53.0
Thiruvananthapuram,2019,48.57,95.68,21.69,15.85,0.89,9.16,30.84,39.0
Thiruvananthapuram,2019,48.57,95.68,21.69,15.85,0.89,9.16,30.84,118.0
Thiruvananthapuram,2019,11.16,56.09,2.57,5.3,0.0,4.81,16.36,118.0
Thiruvananthapuram,2019,10.26,47.92,2.21,10.74,0.08,1.77,14.52,50.0
Thiruvananthapuram,2019,5.75,22.78,1.35,9.82,0.43,2.28,21.71,51.0
Thiruvananthapuram,2019,48.57,95.68,1.58,8.03,0.48,2.38,17.01,118.0
Thiruvananthapuram,2019,48.57,95.68,2.07,7.02,0.81,1.64,14.46,118.0
Thiruvananthapuram,2019,48.57,95.68,1.5,6.0,0.47,3.02,15.43,118.0
Thiruvananthapuram,2019,48.57,95.68,1.88,5.98,0.67,2.45,14.23,118.0
Thiruvananthapuram,2019,26.0,57.36,1.89,5.47,0.65,1.21,14.2,118.0
Thiruvananthapuram,2019,23.62,55.51,2.15,6.04,0.65,2.4,13.52,55.0
Thiruvananthapuram,2019,13.04,50.75,2.32,6.75,0.63,0.65,14.73,53.0
Thiruvananthapuram,2019,13.43,45.05,2.24,6.06,0.58,0.95,14.21,48.0
Thiruvananthapuram,2019,17.03,46.9,3.08,6.12,0.68,2.32,14.87,49.0
Thiruvananthapuram,2019,8.74,40.2,2.69,5.96,0.6,2.39,14.65,46.0
Thiruvananthapuram,2019,9.89,36.12,2.32,5.6,0.77,0.94,15.03,48.0
Thiruvananthapuram,2019,11.09,43.52,3.27,4.98,0.79,1.68,15.31,46.0
Thiruvananthapuram,2019,12.48,34.86,3.29,5.57,0.82,0.65,17.14,50.0
Thiruvananthapuram,2019,6.33,27.34,3.63,5.24,0.63,1.64,21.12,88.0
Thiruvananthapuram,2019,11.48,38.57,3.32,3.27,0.81,1.87,14.24,52.0
Thiruvananthapuram,2019,15.2,49.52,3.42,3.23,0.78,1.69,16.23,53.0
Thiruvananthapuram,2019,13.47,28.95,2.83,2.4,0.55,1.6,17.67,41.0
Thiruvananthapuram,2019,8.94,26.17,2.21,2.78,0.62,1.26,17.75,37.0
Thiruvananthapuram,2019,10.82,26.83,3.69,2.45,0.64,1.34,22.66,53.0
Thiruvananthapuram,2019,11.84,33.66,4.49,2.32,0.68,0.41,23.55,53.0
Thiruvananthapuram,2019,24.32,49.88,6.3,2.55,0.82,0.96,33.61,62.0
Thiruvananthapuram,2019,23.27,50.61,5.22,2.19,0.77,1.54,23.15,66.0
Thiruvananthapuram,2019,17.42,37.18,3.62,1.97,0.64,0.97,22.26,45.0
Thiruvananthapuram,2019,10.78,27.74,2.95,1.92,0.57,1.66,24.72,44.0
Thiruvananthapuram,2019,9.3,26.98,3.48,1.68,0.61,1.31,26.31,50.0
Thiruvananthapuram,2019,10.93,29.01,3.86,1.51,0.64,0.77,28.26,70.0
Thiruvananthapuram,2019,8.52,29.39,4.25,1.48,0.73,1.97,25.37,55.0
Thiruvananthapuram,2019,4.25,21.07,3.55,1.5,0.56,0.9,26.2,49.0
Thiruvananthapuram,2019,7.19,17.91,3.88,1.78,0.42,1.96,24.33,41.0
Thiruvananthapuram,2019,7.22,21.05,3.01,1.78,0.33,0.86,28.29,49.0
Thiruvananthapuram,2019,6.05,16.86,2.19,1.72,0.42,0.71,29.51,43.0
Thiruvananthapuram,2019,7.62,21.08,3.24,1.84,0.57,1.03,29.77,52.0
Thiruvananthapuram,2019,10.07,26.21,3.39,1.69,0.56,0.89,34.61,51.0
Thiruvananthapuram,2019,13.25,29.58,3.99,1.71,0.7,1.33,31.47,55.0
Thiruvananthapuram,2019,17.72,39.38,3.92,1.77,0.77,1.1,25.1,52.0
Thiruvananthapuram,2019,12.16,35.43,4.98,1.74,0.88,2.38,24.0,57.0
Thiruvananthapuram,2019,19.32,43.83,5.0,1.74,0.96,0.68,25.25,61.0
Thiruvananthapuram,2019,14.56,44.4,3.32,1.61,0.92,0.42,23.69,56.0
Thiruvananthapuram,2019,12.96,39.89,3.99,1.55,1.12,1.3,21.95,70.0
Thiruvananthapuram,2019,10.63,35.98,3.76,1.53,1.67,1.23,20.01,78.0
Thiruvananthapuram,2019,11.22,31.15,2.88,1.54,2.74,1.5,20.06,139.0
Thiruvananthapuram,2019,15.15,33.9,3.61,1.51,0.68,0.44,22.94,46.0
Thiruvananthapuram,2019,9.24,45.88,3.85,1.21,0.77,1.72,22.3,54.0
Thiruvananthapuram,2019,13.06,44.31,3.9,1.54,0.83,0.59,19.2,56.0
Thiruvananthapuram,2019,11.41,38.04,2.71,1.5,0.65,1.09,18.84,45.0
Thiruvananthapuram,2019,14.64,48.38,2.87,1.37,0.67,1.07,21.47,55.0
Thiruvananthapuram,2019,10.62,34.72,2.93,1.55,0.68,1.87,20.78,52.0
Thiruvananthapuram,2019,9.83,27.68,3.28,1.54,0.68,1.32,22.28,55.0
Thiruvananthapuram,2019,8.62,29.48,3.81,1.81,0.68,1.93,24.38,90.0
Thiruvananthapuram,2019,8.51,23.3,4.02,1.79,0.72,1.89,23.87,53.0
Thiruvananthapuram,2019,4.8,16.95,3.29,1.89,0.51,0.71,31.41,59.0
Thiruvananthapuram,2019,4.44,14.72,2.34,2.01,0.39,0.89,30.75,45.0
Thiruvananthapuram,2019,5.56,17.06,2.29,2.14,0.45,0.94,31.66,43.0
Thiruvananthapuram,2019,9.0,21.22,3.85,1.85,0.59,2.11,30.56,54.0
Thiruvananthapuram,2019,7.9,24.9,3.94,1.64,0.63,1.13,31.87,50.0
